2024-05-22 15:06:38,900: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-05-22 15:06:40,934: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-05-22 15:06:40,937: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-05-22 15:06:40,939: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-05-22 15:06:40,939: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-05-22 15:06:40,941: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-05-22 15:06:40[0m
2024-05-22 15:06:40,943: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,196: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,509: asyncio: INFO: [MLTrader] [32mNew order was created: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new[0m
2024-05-22 15:06:42,519: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-05-22 15:06:42[0m
2024-05-22 15:06:42,519: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-22 15:06:42,519: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,521: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,522: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-05-22 15:06:42,523: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-05-22 15:06:42,523: asyncio: INFO: [MLTrader] [32mOrder was filled: market order of | 106 SPY buy | at price $469.49 of class bracket with status fill[0m
2024-05-22 15:06:42,531: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-05-22 15:06:42,533: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-05-22 15:06:42,534: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-05-22 15:06:42,538: asyncio: INFO: [MLTrader] [34mThe market is not currently open, skipping this trading iteration[0m
2024-05-22 15:06:42,538: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-22 15:06:42,538: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,539: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,539: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-22 15:06:42,539: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,541: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,543: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-22 15:06:42,543: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,544: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,544: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-22 15:06:42,544: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,546: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,549: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-05-22 15:06:42,550: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-22 15:06:42,550: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,551: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,552: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-22 15:06:42,552: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,553: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,555: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-05-22 15:06:42,555: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
2024-05-22 15:06:42,555: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-22 15:06:42,556: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,557: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,558: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-22 15:06:42,558: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,560: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,564: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-05-22 15:06:42,564: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,566: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,567: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-05-22 15:06:42,567: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-22 15:06:42,567: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,568: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,569: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-22 15:06:42,569: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,570: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,573: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-05-22 15:06:42,573: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-05-22 15:06:42,579: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-05-22 15:06:42[0m
2024-05-22 15:06:42,580: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,581: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,582: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-05-22 15:06:42[0m
2024-05-22 15:06:42,582: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-22 15:06:42,583: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,584: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,584: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-22 15:06:42,584: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,585: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,588: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-05-22 15:06:42,589: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-05-22 15:06:42,590: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-05-22 15:06:42,594: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-05-22 15:06:42[0m
2024-05-22 15:06:42,594: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,597: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,598: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-05-22 15:06:42[0m
2024-05-22 15:06:42,598: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-22 15:06:42,598: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,600: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,600: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-22 15:06:42,600: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,601: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,603: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-05-22 15:06:42,604: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-05-22 15:06:42,604: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-05-22 15:06:42,608: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-05-22 15:06:42[0m
2024-05-22 15:06:42,609: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,612: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-22 15:06:42,614: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-05-22 15:06:42[0m
2024-05-22 15:06:42,614: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
